Country,ImportOrExport,Year,Weapons_Type,Units,Value,SmallArmsOnly
South Africa,Import,2010,Parts & Accessories,,53590,No
South Africa,Import,2010,Ammunition; Explosives & Missiles,,59578,No
South Africa,Import,2010,Small calibre ammunition <= 12.7mm,,1614542,Yes
Spain,Import,2010,Sporting shotguns,1723,1623047,Yes
Spain,Import,2010,Sporting rifles,6898,1254201,Yes
Spain,Import,2010,Pistols & Revolvers,933,62624,Yes
Spain,Import,2010,Parts & Accessories,,63431,No
Spain,Import,2010,Parts of Militray Weapons,,1831860,No
Spain,Import,2010,Parts of small arms,,1083529,Yes
Spain,Import,2010,Parts of pistols and revolvers,,126949,Yes
Spain,Import,2010,Parts of sporting shotguns,,22025,Yes
Spain,Import,2010,Small calibre ammunition <= 12.7mm,,45528026,Yes
Spain,Import,2010,Parts of shotgun cartridges,,7033520,Yes
Spain,Import,2010,Shotgun cartridges,,1973124,Yes
Spain,Import,2010,Ammunition; Explosives & Missiles,,14753589,No
Sweden,Import,2010,Sporting shotguns,42,5612,Yes
Sweden,Import,2010,Parts of pistols and revolvers,,5280,Yes
Sweden,Import,2010,Parts of Militray Weapons,,2150883,No
Sweden,Import,2010,Parts & Accessories,,101794,No
Sweden,Import,2010,Ammunition; Explosives & Missiles,,5091389,No
Sweden,Import,2010,Shotgun cartridges,,61580,Yes
Sweden,Import,2010,Small calibre ammunition <= 12.7mm,,21686113,Yes
Switzerland,Import,2010,Light Weapons,4,4594,No
Switzerland,Import,2010,Sporting rifles,1260,186928,Yes
Switzerland,Import,2010,Pistols & Revolvers,573,275221,Yes
Switzerland,Import,2010,Parts & Accessories,,31099,No
Switzerland,Import,2010,Parts of Militray Weapons,,101900,No
Switzerland,Import,2010,Parts of small arms,,287795,Yes
Switzerland,Import,2010,Parts of pistols and revolvers,,28737,Yes
Switzerland,Import,2010,Military firearms,35,16586,Yes
Switzerland,Import,2010,Ammunition; Explosives & Missiles,,148304,No
Switzerland,Import,2010,Small calibre ammunition <= 12.7mm,,6478540,Yes
Taiwan (ROC),Import,2010,Parts of pistols and revolvers,,1682794,Yes
Taiwan (ROC),Import,2010,Parts of small arms,,2818078,Yes
Taiwan (ROC),Import,2010,Parts of Militray Weapons,,909391,No
Taiwan (ROC),Import,2010,Parts & Accessories,,8167523,No
Taiwan (ROC),Import,2010,Ammunition; Explosives & Missiles,,8647361,No
Taiwan (ROC),Import,2010,Small calibre ammunition <= 12.7mm,,41607912,Yes
Taiwan (ROC),Import,2010,Parts of shotgun cartridges,,1856373,Yes
Thailand,Import,2010,Parts of shotgun cartridges,,2669,Yes
Turkey,Import,2010,Pistols & Revolvers,15825,3326414,Yes
Turkey,Import,2010,Sporting rifles,400,326000,Yes
Turkey,Import,2010,Sporting shotguns,122721,25853977,Yes
Turkey,Import,2010,Parts of small arms,,1699622,Yes
Turkey,Import,2010,Parts & Accessories,,42074,No
Turkey,Import,2010,Parts of sporting shotguns,,757670,Yes
Turkey,Import,2010,Military firearms,5,2700,Yes
Turkey,Import,2010,Parts of pistols and revolvers,,45004,Yes
Turkey,Import,2010,Small calibre ammunition <= 12.7mm,,958740,Yes
Turkey,Import,2010,Ammunition; Explosives & Missiles,,9161570,No
Ukraine,Import,2010,Military firearms,2000,29901,Yes
Ukraine,Import,2010,Sporting rifles,6800,216920,Yes
Ukraine,Import,2010,Small calibre ammunition <= 12.7mm,,1647776,Yes
United Kingdom,Import,2010,Parts of small arms,,2166143,Yes
United Kingdom,Import,2010,Parts & Accessories,,886275,No
United Kingdom,Import,2010,Parts of Militray Weapons,,267162617,No
United Kingdom,Import,2010,Military firearms,4847,1492626,Yes
United Kingdom,Import,2010,Parts of pistols and revolvers,,13356,Yes
United Kingdom,Import,2010,Parts of sporting shotguns,,46635,Yes
United Kingdom,Import,2010,Light Weapons,177,889986,No
United Kingdom,Import,2010,Sporting rifles,6693,2078111,Yes
United Kingdom,Import,2010,Sporting shotguns,6099,7930593,Yes
United Kingdom,Import,2010,Pistols & Revolvers,361,47957,Yes
United Kingdom,Import,2010,Small calibre ammunition <= 12.7mm,,7825310,Yes
United Kingdom,Import,2010,Ammunition; Explosives & Missiles,,120897064,No
United Kingdom,Import,2010,Parts of shotgun cartridges,,434593,Yes
United Kingdom,Import,2010,Shotgun cartridges,,884741,Yes
Vietnam,Import,2010,Parts of Militray Weapons,,21631,No
Vietnam,Import,2010,Parts & Accessories,,78859,No
Vietnam,Import,2010,Parts of small arms,,386628,Yes
All Countries,Import,2011,Light Weapons,183,5956175,No
All Countries,Import,2011,Light Weapons,9820,46449721,No
All Countries,Import,2011,Military firearms,133499,12616144,Yes
All Countries,Import,2011,Pistols & Revolvers,1717964,372036344,Yes
All Countries,Import,2011,Sporting shotguns,531957,178432463,Yes
All Countries,Import,2011,Sporting rifles,919158,147817290,Yes
All Countries,Import,2011,Parts of pistols and revolvers,,114321763,Yes
All Countries,Import,2011,Parts of sporting shotguns,,29389461,Yes
All Countries,Import,2011,Parts of small arms,,133735900,Yes
All Countries,Import,2011,Parts of Militray Weapons,,374992194,No
All Countries,Import,2011,Parts & Accessories,,76253459,No
All Countries,Import,2011,Shotgun cartridges,,11870072,Yes
All Countries,Import,2011,Small calibre ammunition <= 12.7mm,,345629764,Yes
All Countries,Import,2011,Parts of shotgun cartridges,,44943560,Yes
All Countries,Import,2011,Ammunition; Explosives & Missiles,,503367301,No
Argentina,Import,2011,Pistols & Revolvers,71838,10465658,Yes
Argentina,Import,2011,Parts of pistols and revolvers,,389298,Yes
Argentina,Import,2011,Parts of shotgun cartridges,,2332204,Yes
Argentina,Import,2011,Small calibre ammunition <= 12.7mm,,85624,Yes
Argentina,Import,2011,Parts & Accessories,,818985,No
Australia,Import,2011,Sporting rifles,23,61310,Yes
Australia,Import,2011,Parts of Militray Weapons,,1467738,No
Australia,Import,2011,Parts & Accessories,,5511,No
Australia,Import,2011,Small calibre ammunition <= 12.7mm,,737692,Yes
Australia,Import,2011,Shotgun cartridges,,534070,Yes
Australia,Import,2011,Ammunition; Explosives & Missiles,,23857117,No
Austria,Import,2011,Pistols & Revolvers,515396,127018650,Yes
Austria,Import,2011,Military firearms,3190,139615,Yes
Austria,Import,2011,Parts of small arms,,164187,Yes
Austria,Import,2011,Parts of sporting shotguns,,4113,Yes
Austria,Import,2011,Sporting rifles,6193,1542451,Yes
Austria,Import,2011,Sporting shotguns,51,214800,Yes
Austria,Import,2011,Parts of pistols and revolvers,,10388175,Yes
Austria,Import,2011,Parts & Accessories,,4809,No
Belarus,Import,2011,Parts of small arms,,9348,Yes
Belgium,Import,2011,Military firearms,1299,1857759,Yes
Belgium,Import,2011,Light Weapons,19,238340,No
Belgium,Import,2011,Pistols & Revolvers,10043,4563408,Yes
Belgium,Import,2011,Parts of sporting shotguns,,8078759,Yes
Belgium,Import,2011,Parts of small arms,,19391147,Yes
Belgium,Import,2011,Parts of Militray Weapons,,659500,No
Belgium,Import,2011,Parts of pistols and revolvers,,113364,Yes
Belgium,Import,2011,Sporting shotguns,114,417642,Yes
Belgium,Import,2011,Sporting rifles,16317,15755441,Yes
Belgium,Import,2011,Parts & Accessories,,9113,No
Belgium,Import,2011,Small calibre ammunition <= 12.7mm,,448568,Yes
Bosnia-Herzegovina,Import,2011,Sporting rifles,200,20091,Yes
Bosnia-Herzegovina,Import,2011,Small calibre ammunition <= 12.7mm,,3111963,Yes
Brazil,Import,2011,Pistols & Revolvers,365949,76157133,Yes
Brazil,Import,2011,Sporting rifles,381097,26759690,Yes
Brazil,Import,2011,Sporting shotguns,105676,15122210,Yes
Brazil,Import,2011,Parts of pistols and revolvers,,5004272,Yes
Brazil,Import,2011,Parts of small arms,,1739603,Yes
Brazil,Import,2011,Parts of sporting shotguns,,38665,Yes
Brazil,Import,2011,Small calibre ammunition <= 12.7mm,,15562173,Yes
Brazil,Import,2011,Shotgun cartridges,,28909,Yes
Bulgaria,Import,2011,Pistols & Revolvers,1450,232667,Yes
Bulgaria,Import,2011,Light Weapons,10,8747,No
Bulgaria,Import,2011,Military firearms,22555,503855,Yes
Bulgaria,Import,2011,Parts of small arms,,72471,Yes
Bulgaria,Import,2011,Parts of Militray Weapons,,228242,No
Bulgaria,Import,2011,Parts of pistols and revolvers,,14253,Yes
Bulgaria,Import,2011,Small calibre ammunition <= 12.7mm,,1070231,Yes
Bulgaria,Import,2011,Parts & Accessories,,50563,No
Bulgaria,Import,2011,Ammunition; Explosives & Missiles,,724619,No
Canada,Import,2011,Military firearms,13,19133,Yes
Canada,Import,2011,Pistols & Revolvers,2,4206,Yes
Canada,Import,2011,Parts of pistols and revolvers,,2291538,Yes
Canada,Import,2011,Sporting shotguns,13,7131,Yes
Canada,Import,2011,Sporting rifles,194982,24394816,Yes
Canada,Import,2011,Parts of Militray Weapons,,19356284,No
Canada,Import,2011,Parts of small arms,,2930309,Yes
Canada,Import,2011,Ammunition; Explosives & Missiles,,47569679,No
Canada,Import,2011,Parts of shotgun cartridges,,3442801,Yes
Canada,Import,2011,Parts & Accessories,,38003255,No
Canada,Import,2011,Small calibre ammunition <= 12.7mm,,15640405,Yes
Chile,Import,2011,Military firearms,2,3795,Yes
China (PRC),Import,2011,Military firearms,30020,1134968,Yes
China (PRC),Import,2011,Light Weapons,1541,28354,No
China (PRC),Import,2011,Parts of small arms,,17924583,Yes
China (PRC),Import,2011,Parts of sporting shotguns,,29787,Yes
China (PRC),Import,2011,Parts of Militray Weapons,,13552,No
China (PRC),Import,2011,Sporting rifles,250,9015,Yes
China (PRC),Import,2011,Sporting shotguns,90952,9390254,Yes
China (PRC),Import,2011,Parts of pistols and revolvers,,607721,Yes
China (PRC),Import,2011,Parts of shotgun cartridges,,10941166,Yes
China (PRC),Import,2011,Ammunition; Explosives & Missiles,,4658990,No
China (PRC),Import,2011,Small calibre ammunition <= 12.7mm,,2467242,Yes
China (PRC),Import,2011,Parts & Accessories,,16884202,No
Costa Rica,Import,2011,Pistols & Revolvers,19500,3385179,Yes
Costa Rica,Import,2011,Parts of pistols and revolvers,,176724,Yes
Costa Rica,Import,2011,Parts of small arms,,964366,Yes
Croatia,Import,2011,Pistols & Revolvers,211001,43474811,Yes
Croatia,Import,2011,Parts of small arms,,420150,Yes
Croatia,Import,2011,Parts of pistols and revolvers,,1442571,Yes
Croatia,Import,2011,Small calibre ammunition <= 12.7mm,,710506,Yes
Czech Republic,Import,2011,Pistols & Revolvers,26036,5881771,Yes
Czech Republic,Import,2011,Military firearms,88,111769,Yes
Czech Republic,Import,2011,Parts of pistols and revolvers,,3704572,Yes
Czech Republic,Import,2011,Sporting shotguns,6,6870,Yes
Czech Republic,Import,2011,Sporting rifles,20236,5252205,Yes
Czech Republic,Import,2011,Parts of small arms,,1817997,Yes
Czech Republic,Import,2011,Parts of Militray Weapons,,224018,No
Czech Republic,Import,2011,Small calibre ammunition <= 12.7mm,,22265259,Yes
Czech Republic,Import,2011,Parts & Accessories,,781780,No
Czech Republic,Import,2011,Ammunition; Explosives & Missiles,,23987,No
Czech Republic,Import,2011,Parts of shotgun cartridges,,6422746,Yes
Denmark,Import,2011,Parts of Militray Weapons,,1826419,No
Denmark,Import,2011,Sporting rifles,169,17001,Yes
Denmark,Import,2011,Parts of shotgun cartridges,,40871,Yes
Denmark,Import,2011,Ammunition; Explosives & Missiles,,3023454,No
Denmark,Import,2011,Parts & Accessories,,13639,No
Egypt,Import,2011,Pistols & Revolvers,53,13799,Yes
Finland,Import,2011,Parts of small arms,,420439,Yes
Finland,Import,2011,Parts of Militray Weapons,,63186,No
Finland,Import,2011,Sporting rifles,23417,9761691,Yes
Finland,Import,2011,Sporting shotguns,6,2319,Yes
Finland,Import,2011,Small calibre ammunition <= 12.7mm,,4897385,Yes
Finland,Import,2011,Ammunition; Explosives & Missiles,,60636,No
France,Import,2011,Pistols & Revolvers,10,9078,Yes
France,Import,2011,Sporting shotguns,10,50096,Yes
France,Import,2011,Sporting rifles,64,414495,Yes
France,Import,2011,Parts of pistols and revolvers,,32485,Yes
France,Import,2011,Parts of Militray Weapons,,27325,No
France,Import,2011,Parts of small arms,,34542,Yes
France,Import,2011,Parts of sporting shotguns,,39622,Yes
France,Import,2011,Ammunition; Explosives & Missiles,,8338542,No
France,Import,2011,Parts of shotgun cartridges,,1216430,Yes
France,Import,2011,Small calibre ammunition <= 12.7mm,,2692615,Yes
France,Import,2011,Shotgun cartridges,,1303685,Yes
France,Import,2011,Parts & Accessories,,147597,No
Germany (Federal Republic),Import,2011,Light Weapons,1,7964,No
Germany (Federal Republic),Import,2011,Pistols & Revolvers,264979,49446536,Yes
Germany (Federal Republic),Import,2011,Military firearms,7024,3590257,Yes
Germany (Federal Republic),Import,2011,Light Weapons,7090,43229212,No
Germany (Federal Republic),Import,2011,Parts of sporting shotguns,,1728404,Yes
Germany (Federal Republic),Import,2011,Parts of small arms,,8893256,Yes
Germany (Federal Republic),Import,2011,Parts of Militray Weapons,,27354954,No
Germany (Federal Republic),Import,2011,Parts of pistols and revolvers,,7638840,Yes
Germany (Federal Republic),Import,2011,Sporting rifles,42339,11716959,Yes
Germany (Federal Republic),Import,2011,Sporting shotguns,2148,7287822,Yes
Germany (Federal Republic),Import,2011,Parts of shotgun cartridges,,1298021,Yes
Germany (Federal Republic),Import,2011,Ammunition; Explosives & Missiles,,145486303,No
Germany (Federal Republic),Import,2011,Parts & Accessories,,1605347,No
Germany (Federal Republic),Import,2011,Shotgun cartridges,,716389,Yes
Germany (Federal Republic),Import,2011,Small calibre ammunition <= 12.7mm,,6682923,Yes
Greece,Import,2011,Military firearms,83,132850,Yes
Greece,Import,2011,Parts of Militray Weapons,,1184644,No
Greece,Import,2011,Ammunition; Explosives & Missiles,,6438533,No
Greece,Import,2011,Small calibre ammunition <= 12.7mm,,894844,Yes
Greece,Import,2011,Parts & Accessories,,4175,No
Hong Kong,Import,2011,Parts of small arms,,29729,Yes
Hong Kong,Import,2011,Parts of pistols and revolvers,,42663,Yes
Hong Kong,Import,2011,Parts & Accessories,,2276074,No
Hong Kong,Import,2011,Ammunition; Explosives & Missiles,,6049,No
Hong Kong,Import,2011,Parts of shotgun cartridges,,55970,Yes
Hungary,Import,2011,Military firearms,870,36997,Yes
Hungary,Import,2011,Pistols & Revolvers,303,29987,Yes
Hungary,Import,2011,Sporting rifles,354,19274,Yes
Hungary,Import,2011,Parts of shotgun cartridges,,59134,Yes
Hungary,Import,2011,Parts & Accessories,,33643,No
Hungary,Import,2011,Small calibre ammunition <= 12.7mm,,4474068,Yes
Hungary,Import,2011,Shotgun cartridges,,798970,Yes
India,Import,2011,Parts of pistols and revolvers,,9163430,Yes
India,Import,2011,Ammunition; Explosives & Missiles,,166800,No
India,Import,2011,Parts of small arms,,1451844,Yes
India,Import,2011,Parts & Accessories,,360201,No
India,Import,2011,Parts of Militray Weapons,,37721,No
India,Import,2011,Small calibre ammunition <= 12.7mm,,172000,Yes
India,Import,2011,Parts of shotgun cartridges,,3758,Yes
Indonesia,Import,2011,Parts & Accessories,,4600,No
Ireland,Import,2011,Sporting shotguns,1,4690,Yes
Israel,Import,2011,Light Weapons,131,5756159,No
Israel,Import,2011,Pistols & Revolvers,9957,3344888,Yes
Israel,Import,2011,Military firearms,2882,1453216,Yes
Israel,Import,2011,Light Weapons,273,392008,No
Israel,Import,2011,Parts of pistols and revolvers,,24352606,Yes
Israel,Import,2011,Parts of small arms,,2851772,Yes
Israel,Import,2011,Parts of Militray Weapons,,10282039,No
Israel,Import,2011,Parts & Accessories,,107152,No
Israel,Import,2011,Small calibre ammunition <= 12.7mm,,18904890,Yes
Israel,Import,2011,Ammunition; Explosives & Missiles,,7508718,No
Italy,Import,2011,Military firearms,608,914832,Yes
Italy,Import,2011,Pistols & Revolvers,91628,25798617,Yes
Italy,Import,2011,Parts of Militray Weapons,,471110,No
Italy,Import,2011,Parts of small arms,,14212729,Yes
Italy,Import,2011,Parts of sporting shotguns,,1941831,Yes
Italy,Import,2011,Parts of pistols and revolvers,,24558464,Yes
Italy,Import,2011,Sporting shotguns,137672,91631554,Yes
Italy,Import,2011,Sporting rifles,12212,6346250,Yes
Italy,Import,2011,Ammunition; Explosives & Missiles,,1105926,No
Italy,Import,2011,Parts of shotgun cartridges,,2589660,Yes
Italy,Import,2011,Small calibre ammunition <= 12.7mm,,11996348,Yes
Italy,Import,2011,Shotgun cartridges,,4713897,Yes
Italy,Import,2011,Parts & Accessories,,95552,No
Japan,Import,2011,Sporting rifles,59471,27578702,Yes
Japan,Import,2011,Sporting shotguns,1834,1276627,Yes
Japan,Import,2011,Parts of pistols and revolvers,,2443,Yes
Japan,Import,2011,Parts of sporting shotguns,,6563503,Yes
Japan,Import,2011,Parts of small arms,,25403371,Yes
Japan,Import,2011,Parts of Militray Weapons,,183792,No
Japan,Import,2011,Ammunition; Explosives & Missiles,,9346,No
Japan,Import,2011,Parts & Accessories,,214856,No
Jordan,Import,2011,Parts of Militray Weapons,,106932,No
Kenya,Import,2011,Parts of Militray Weapons,,4553,No
Kenya,Import,2011,Parts of small arms,,78570,Yes
Kenya,Import,2011,Parts of pistols and revolvers,,261972,Yes
Korea; South (ROK),Import,2011,Light Weapons,1,17525,No
Korea; South (ROK),Import,2011,Parts of pistols and revolvers,,20130073,Yes
Korea; South (ROK),Import,2011,Parts of small arms,,1940078,Yes
Korea; South (ROK),Import,2011,Parts of Militray Weapons,,3250574,No
Korea; South (ROK),Import,2011,Ammunition; Explosives & Missiles,,1720748,No
Korea; South (ROK),Import,2011,Parts of shotgun cartridges,,413023,Yes
Korea; South (ROK),Import,2011,Parts & Accessories,,60453,No
Korea; South (ROK),Import,2011,Shotgun cartridges,,17846,Yes
Korea; South (ROK),Import,2011,Small calibre ammunition <= 12.7mm,,67818374,Yes
Lithuania,Import,2011,Parts of Militray Weapons,,11600,No
Luxembourg,Import,2011,Parts of Militray Weapons,,3358041,No
Luxembourg,Import,2011,Light Weapons,1,448936,No
Luxembourg,Import,2011,Ammunition; Explosives & Missiles,,485172,No
Malaysia,Import,2011,Small calibre ammunition <= 12.7mm,,559721,Yes
Mexico,Import,2011,Light Weapons,2,9096,No
Mexico,Import,2011,Parts of small arms,,20311805,Yes
Mexico,Import,2011,Parts of sporting shotguns,,9196141,Yes
Mexico,Import,2011,Parts of pistols and revolvers,,1214694,Yes
Mexico,Import,2011,Sporting shotguns,4284,4287,Yes
Mexico,Import,2011,Ammunition; Explosives & Missiles,,747022,No
Mexico,Import,2011,Parts of shotgun cartridges,,33317,Yes
Mexico,Import,2011,Small calibre ammunition <= 12.7mm,,4303923,Yes
Mexico,Import,2011,Shotgun cartridges,,210724,Yes
Mexico,Import,2011,Parts & Accessories,,3194583,No
Netherlands,Import,2011,Ammunition; Explosives & Missiles,,54005294,No
Netherlands,Import,2011,Small calibre ammunition <= 12.7mm,,651814,Yes
Netherlands,Import,2011,Parts of Militray Weapons,,9520879,No
Netherlands,Import,2011,Parts & Accessories,,41716,No
New Zealand,Import,2011,Ammunition; Explosives & Missiles,,50325,No
New Zealand,Import,2011,Sporting rifles,1,2750,Yes
New Zealand,Import,2011,Parts of small arms,,211276,Yes
Norway,Import,2011,Pistols & Revolvers,14,10716,Yes
Norway,Import,2011,Sporting rifles,25,32008,Yes
Norway,Import,2011,Light Weapons,2,5701,No
Norway,Import,2011,Ammunition; Explosives & Missiles,,32365198,No
Norway,Import,2011,Small calibre ammunition <= 12.7mm,,34923,Yes
Norway,Import,2011,Parts & Accessories,,4106,No
Norway,Import,2011,Parts of Militray Weapons,,50655514,No
Pakistan,Import,2011,Parts of Militray Weapons,,9914,No
Pakistan,Import,2011,Parts & Accessories,,3797,No
Pakistan,Import,2011,Small calibre ammunition <= 12.7mm,,157635,Yes
Peru,Import,2011,Small calibre ammunition <= 12.7mm,,207400,Yes
Peru,Import,2011,Parts of shotgun cartridges,,7057746,Yes
Philippines,Import,2011,Pistols & Revolvers,54247,13046693,Yes
Philippines,Import,2011,Parts of pistols and revolvers,,283114,Yes
Philippines,Import,2011,Sporting rifles,1430,158326,Yes
Philippines,Import,2011,Sporting shotguns,950,112729,Yes
Philippines,Import,2011,Parts of small arms,,9332,Yes
Philippines,Import,2011,Parts of shotgun cartridges,,286412,Yes
Philippines,Import,2011,Ammunition; Explosives & Missiles,,2075165,No
Philippines,Import,2011,Small calibre ammunition <= 12.7mm,,1204134,Yes
Philippines,Import,2011,Parts & Accessories,,2863,No
Poland,Import,2011,Pistols & Revolvers,22127,2096565,Yes
Poland,Import,2011,Parts of small arms,,10353,Yes
Poland,Import,2011,Sporting shotguns,11,14865,Yes
Poland,Import,2011,Sporting rifles,1081,78681,Yes
Poland,Import,2011,Parts of pistols and revolvers,,13841,Yes
Poland,Import,2011,Military firearms,5889,461412,Yes
Poland,Import,2011,Parts of Militray Weapons,,30376,No
Portugal,Import,2011,Parts & Accessories,,7557,No
Portugal,Import,2011,Parts of pistols and revolvers,,5273,Yes
Portugal,Import,2011,Sporting shotguns,2115,1350180,Yes
Portugal,Import,2011,Parts of small arms,,88821,Yes
Romania,Import,2011,Pistols & Revolvers,13775,1480959,Yes
Romania,Import,2011,Parts of small arms,,601721,Yes
Romania,Import,2011,Sporting shotguns,1,3687,Yes
Romania,Import,2011,Sporting rifles,37648,5077557,Yes
Romania,Import,2011,Parts of pistols and revolvers,,62095,Yes
Romania,Import,2011,Military firearms,2936,140310,Yes
Romania,Import,2011,Parts of Militray Weapons,,447126,No
Romania,Import,2011,Small calibre ammunition <= 12.7mm,,230434,Yes
Romania,Import,2011,Ammunition; Explosives & Missiles,,567970,No
Russia / USSR (Former),Import,2011,Pistols & Revolvers,16900,644815,Yes
Russia / USSR (Former),Import,2011,Light Weapons,18,19136,No
Russia / USSR (Former),Import,2011,Military firearms,45500,1245234,Yes
Russia / USSR (Former),Import,2011,Light Weapons,14,268631,No
Russia / USSR (Former),Import,2011,Sporting rifles,87681,6911243,Yes
Russia / USSR (Former),Import,2011,Sporting shotguns,53837,14459316,Yes
Russia / USSR (Former),Import,2011,Parts of small arms,,232490,Yes
Russia / USSR (Former),Import,2011,Parts of shotgun cartridges,,28186,Yes
Russia / USSR (Former),Import,2011,Small calibre ammunition <= 12.7mm,,73061625,Yes
Russia / USSR (Former),Import,2011,Parts & Accessories,,185105,No
Russia / USSR (Former),Import,2011,Shotgun cartridges,,8594,Yes
Serbia / Yugoslavia (former) / Serbia & Montenegro (former),Import,2011,Light Weapons,30,110688,No
Serbia / Yugoslavia (former) / Serbia & Montenegro (former),Import,2011,Pistols & Revolvers,720,58503,Yes
Serbia / Yugoslavia (former) / Serbia & Montenegro (former),Import,2011,Parts of small arms,,342567,Yes
Serbia / Yugoslavia (former) / Serbia & Montenegro (former),Import,2011,Sporting rifles,7562,1473332,Yes
Serbia / Yugoslavia (former) / Serbia & Montenegro (former),Import,2011,Parts of pistols and revolvers,,148821,Yes
Serbia / Yugoslavia (former) / Serbia & Montenegro (former),Import,2011,Small calibre ammunition <= 12.7mm,,15548726,Yes
Singapore,Import,2011,Small calibre ammunition <= 12.7mm,,34834,Yes
Singapore,Import,2011,Parts & Accessories,,4536,No
Slovakia,Import,2011,Parts of Militray Weapons,,10508,No
Slovakia,Import,2011,Pistols & Revolvers,640,214229,Yes
Slovakia,Import,2011,Military firearms,19,3798,Yes
Slovakia,Import,2011,Parts of pistols and revolvers,,7346,Yes
South Africa,Import,2011,Parts of pistols and revolvers,,6899,Yes
South Africa,Import,2011,Military firearms,351,167091,Yes
South Africa,Import,2011,Sporting rifles,14,10755,Yes
South Africa,Import,2011,Sporting shotguns,5,8710,Yes
South Africa,Import,2011,Ammunition; Explosives & Missiles,,70775,No
South Africa,Import,2011,Parts of Militray Weapons,,35248,No
South Africa,Import,2011,Parts & Accessories,,119704,No
South Africa,Import,2011,Small calibre ammunition <= 12.7mm,,624823,Yes
Spain,Import,2011,Pistols & Revolvers,322,39284,Yes
Spain,Import,2011,Sporting shotguns,1328,1621430,Yes
Spain,Import,2011,Sporting rifles,10015,1510678,Yes
Spain,Import,2011,Parts of pistols and revolvers,,181427,Yes
Spain,Import,2011,Parts of small arms,,833882,Yes
Spain,Import,2011,Parts of sporting shotguns,,44609,Yes
Spain,Import,2011,Ammunition; Explosives & Missiles,,6325200,No
Spain,Import,2011,Small calibre ammunition <= 12.7mm,,22985016,Yes
Spain,Import,2011,Parts of shotgun cartridges,,6814645,Yes
Spain,Import,2011,Parts & Accessories,,147462,No
Spain,Import,2011,Shotgun cartridges,,2641150,Yes
Spain,Import,2011,Parts of Militray Weapons,,754948,No
Swaziland,Import,2011,Pistols & Revolvers,22,4725,Yes
Sweden,Import,2011,Light Weapons,1,53132,No
Sweden,Import,2011,Pistols & Revolvers,13,7510,Yes
Sweden,Import,2011,Parts of pistols and revolvers,,4049,Yes
Sweden,Import,2011,Sporting rifles,138,22313,Yes
Sweden,Import,2011,Ammunition; Explosives & Missiles,,3211429,No
Sweden,Import,2011,Parts of Militray Weapons,,4127429,No
Sweden,Import,2011,Parts & Accessories,,180854,No
Sweden,Import,2011,Small calibre ammunition <= 12.7mm,,5484645,Yes
Switzerland,Import,2011,Pistols & Revolvers,991,416144,Yes
Switzerland,Import,2011,Sporting rifles,441,87196,Yes
Switzerland,Import,2011,Sporting shotguns,10,25783,Yes
Switzerland,Import,2011,Military firearms,53,24080,Yes
Switzerland,Import,2011,Light Weapons,15,15767,No
Switzerland,Import,2011,Parts of pistols and revolvers,,49954,Yes
Switzerland,Import,2011,Parts of small arms,,970231,Yes
Switzerland,Import,2011,Ammunition; Explosives & Missiles,,1369868,No
Switzerland,Import,2011,Small calibre ammunition <= 12.7mm,,599309,Yes
Switzerland,Import,2011,Parts & Accessories,,15511,No
Switzerland,Import,2011,Shotgun cartridges,,42522,Yes
Switzerland,Import,2011,Parts of Militray Weapons,,20208,No
Taiwan (ROC),Import,2011,Light Weapons,500,14413,No
Taiwan (ROC),Import,2011,Military firearms,112,371328,Yes
Taiwan (ROC),Import,2011,Parts of Militray Weapons,,705201,No
Taiwan (ROC),Import,2011,Parts of sporting shotguns,,15048,Yes
Taiwan (ROC),Import,2011,Parts of small arms,,3634475,Yes
Taiwan (ROC),Import,2011,Parts of pistols and revolvers,,1929100,Yes
Taiwan (ROC),Import,2011,Parts & Accessories,,9136660,No
Taiwan (ROC),Import,2011,Small calibre ammunition <= 12.7mm,,18399678,Yes
Taiwan (ROC),Import,2011,Parts of shotgun cartridges,,1797954,Yes
Taiwan (ROC),Import,2011,Ammunition; Explosives & Missiles,,6650704,No
Thailand,Import,2011,Parts & Accessories,,6740,No
Tokelau Islands,Import,2011,Parts of small arms,,2696,Yes
Tokelau Islands,Import,2011,Parts of sporting shotguns,,75458,Yes
Turkey,Import,2011,Parts of sporting shotguns,,1591147,Yes
Turkey,Import,2011,Parts of small arms,,2982827,Yes
Turkey,Import,2011,Parts of pistols and revolvers,,88999,Yes
Turkey,Import,2011,Military firearms,1,5215,Yes
Turkey,Import,2011,Sporting shotguns,122682,28730990,Yes
Turkey,Import,2011,Sporting rifles,1153,247601,Yes
Turkey,Import,2011,Ammunition; Explosives & Missiles,,31794075,No
Turkey,Import,2011,Pistols & Revolvers,15408,3143375,Yes
Turkey,Import,2011,Parts & Accessories,,135006,No
Turkey,Import,2011,Parts of Militray Weapons,,419502,No
Turkey,Import,2011,Small calibre ammunition <= 12.7mm,,881097,Yes
Ukraine,Import,2011,Sporting rifles,10600,245061,Yes
Ukraine,Import,2011,Military firearms,10000,211427,Yes
Ukraine,Import,2011,Parts of small arms,,5197,Yes
Ukraine,Import,2011,Small calibre ammunition <= 12.7mm,,7507141,Yes
Ukraine,Import,2011,Parts of Militray Weapons,,63423,No
United Arab Emirates,Import,2011,Parts of pistols and revolvers,,8299,Yes
