country,importOrExport,year,weapons_Type,units,value,smallArmsOnly
Czech Republic,Export,1999-2000,Non-Military Rifles,647,126371,Yes
Czech Republic,Export,1999-2000,Pistols and Revolver Parts,,40310,Yes
Czech Republic,Export,1999-2000,Pistols and Revolvers,1630,485525,Yes
Czech Republic,Export,1999-2000,Rifle and Carbine Parts,,4379162,Yes
Denmark,Export,1999-2000,Unspecified Ammunition and Explosives,,2803000,No
Denmark,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,3518627,No
Denmark,Export,1999-2000,Missile Spare Parts,,6578605,No
Denmark,Export,1999-2000,Carbines,2,5775,Yes
Denmark,Export,1999-2000,Cartridges 22 to 50 Calibre,36190900,2316882,Yes
Denmark,Export,1999-2000,M16 Parts,,7560,Yes
Denmark,Export,1999-2000,Non-Military Rifles,3253,718878,Yes
Denmark,Export,1999-2000,Pistols and Revolver Parts,,184078,Yes
Denmark,Export,1999-2000,Pistols and Revolvers,203,37128,Yes
Denmark,Export,1999-2000,Rifle and Carbine Parts,,29899,Yes
Dominica,Export,1999-2000,Pistols and Revolvers,6,2504,Yes
Dominican Republic,Export,1999-2000,Unspecified Ammunition and Explosives,,1000,No
Dominican Republic,Export,1999-2000,Cartridges 22 to 50 Calibre,300000,36432,Yes
Dominican Republic,Export,1999-2000,Pistols and Revolver Parts,,17000,Yes
Dominican Republic,Export,1999-2000,Pistols and Revolvers,2327,1026531,Yes
Ecuador,Export,1999-2000,Unspecified Ammunition and Explosives,,208000,No
Ecuador,Export,1999-2000,Pistols and Revolvers,11,7000,Yes
Ecuador,Export,1999-2000,Unspecified Ammunition and Explosives,,3000,No
Ecuador,Export,1999-2000,Cartridges 22 to 50 Calibre,5526000,128770,Yes
Ecuador,Export,1999-2000,Non-Military Rifles,105,16466,Yes
Ecuador,Export,1999-2000,Pistols and Revolvers,187,44365,Yes
Egypt,Export,1999-2000,Machine Guns,5,17000,Yes
Egypt,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,255296,No
Egypt,Export,1999-2000,Miscellaneous Parts & Components,,108500,No
Egypt,Export,1999-2000,M16 Rifles,10,8579,Yes
Egypt,Export,1999-2000,Non-Military Rifles,10,55000,Yes
Egypt,Export,1999-2000,Pistols and Revolver Parts,,2694150,Yes
Egypt,Export,1999-2000,Pistols and Revolvers,31,25794,Yes
El Salvador,Export,1999-2000,Machine Guns,1585,7006000,Yes
El Salvador,Export,1999-2000,Unspecified Ammunition and Explosives,,28000,No
El Salvador,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,915074,No
El Salvador,Export,1999-2000,Cartridges 22 to 50 Calibre,13713000,2093271,Yes
El Salvador,Export,1999-2000,Non-Military Rifles,1788,361523,Yes
El Salvador,Export,1999-2000,Pistols and Revolvers,7775,2557413,Yes
Estonia,Export,1999-2000,Light Anti-Tank Weapons,263,67525,Yes
Estonia,Export,1999-2000,Light Anti-Tank Weapons,5,514,Yes
Estonia,Export,1999-2000,Light Anti-Tank Weapons,3000,24660,Yes
Estonia,Export,1999-2000,Light Anti-Tank Weapons,850,2797,Yes
Estonia,Export,1999-2000,Pistols and Revolvers,37,19823,Yes
Ethiopia,Export,1999-2000,Unspecified Ammunition and Explosives,,10000,No
Finland,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,20300,567457,No
Finland,Export,1999-2000,Explosives,,26697,No
Finland,Export,1999-2000,Carbines,1,418,Yes
Finland,Export,1999-2000,Cartridges 22 to 50 Calibre,30703200,5172216,Yes
Finland,Export,1999-2000,Non-Military Rifles,680,160980,Yes
Finland,Export,1999-2000,Pistols and Revolver Parts,,328489,Yes
Finland,Export,1999-2000,Pistols and Revolvers,567,177332,Yes
Finland,Export,1999-2000,Rifle and Carbine Parts,,126010,Yes
France,Export,1999-2000,Unspecified Ammunition and Explosives,,2000,No
France,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,545931,No
France,Export,1999-2000,Detonators,,10795,No
France,Export,1999-2000,Explosives,,10873,No
France,Export,1999-2000,Missile Spare Parts,,129757,No
France,Export,1999-2000,Cartridges 22 to 50 Calibre,14202700,1533931,Yes
France,Export,1999-2000,Non-Military Rifles,8521,3025136,Yes
France,Export,1999-2000,Pistols and Revolver Parts,,292826,Yes
France,Export,1999-2000,Pistols and Revolvers,2148,755207,Yes
France,Export,1999-2000,Rifle and Carbine Parts,,32296,Yes
France,Export,1999-2000,Shotguns,2000,309820,Yes
Georgia,Export,1999-2000,Pistols and Revolvers,11,5870,Yes
Germany (Federal Republic),Export,1999-2000,Cartridges up to 22mm,,46000,No
Germany (Federal Republic),Export,1999-2000,Unspecified Ammunition and Explosives,,4118000,No
Germany (Federal Republic),Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,5521962,No
Germany (Federal Republic),Export,1999-2000,Detonators,,15000,No
Germany (Federal Republic),Export,1999-2000,Explosives,,28854,No
Germany (Federal Republic),Export,1999-2000,Miscellaneous Parts & Components,,15887,No
Germany (Federal Republic),Export,1999-2000,Carbines,231,66276,Yes
Germany (Federal Republic),Export,1999-2000,Cartridges 22 to 50 Calibre,131815500,13040970,Yes
Germany (Federal Republic),Export,1999-2000,Grenade Launchers,50,47514,Yes
Germany (Federal Republic),Export,1999-2000,Grenades; Hand and Weapon Types,,37424,Yes
Germany (Federal Republic),Export,1999-2000,Non-Military Rifles,5448,2569768,Yes
Germany (Federal Republic),Export,1999-2000,Pistols and Revolver Parts,,2127336,Yes
Germany (Federal Republic),Export,1999-2000,Pistols and Revolvers,13141,6156171,Yes
Germany (Federal Republic),Export,1999-2000,Rifle and Carbine Parts,53,740907,Yes
Ghana,Export,1999-2000,Pistols and Revolvers,4,798,Yes
Greece,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,3112258,No
Greece,Export,1999-2000,Detonators,,30700,No
Greece,Export,1999-2000,Explosives,,141031,No
Greece,Export,1999-2000,Missile Spare Parts,,1563952,No
Greece,Export,1999-2000,Grenade Launcher Parts,,59625,Yes
Greece,Export,1999-2000,Grenades; Hand and Weapon Types,,80506,Yes
Greece,Export,1999-2000,Non-Military Rifles,12,11884,Yes
Greece,Export,1999-2000,Pistols and Revolver Parts,,103200,Yes
Greece,Export,1999-2000,Pistols and Revolvers,336,199665,Yes
Greece,Export,1999-2000,Missile Spare Parts,,21936720,Yes
Greece,Export,1999-2000,Cartridges 37/40mm to 75mm,,68000,No
Greece,Export,1999-2000,Unspecified Ammunition and Explosives,,2649000,No
Greenland,Export,1999-2000,Non-Military Rifles,1,498,Yes
Grenada,Export,1999-2000,Pistols and Revolvers,157,56369,Yes
Guatemala,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,11640,No
Guatemala,Export,1999-2000,Cartridges 22 to 50 Calibre,16423800,1409043,Yes
Guatemala,Export,1999-2000,Non-Military Rifles,3006,434204,Yes
Guatemala,Export,1999-2000,Pistols and Revolver Parts,,5860,Yes
Guatemala,Export,1999-2000,Pistols and Revolvers,1872,705977,Yes
Guyana,Export,1999-2000,Cartridges 22 to 50 Calibre,780000,210079,Yes
Guyana,Export,1999-2000,Pistols and Revolvers,405,148707,Yes
Guyana,Export,1999-2000,Explosives,,8056,No
Haiti,Export,1999-2000,Pistols and Revolvers,227,67000,Yes
Haiti,Export,1999-2000,Cartridges up to 22mm,,4000,No
Honduras,Export,1999-2000,Unspecified Ammunition and Explosives,,8000,No
Honduras,Export,1999-2000,Cartridges 22 to 50 Calibre,20100000,2080000,Yes
Honduras,Export,1999-2000,Pistols and Revolver Parts,,15920,Yes
Honduras,Export,1999-2000,Pistols and Revolvers,5055,2608145,Yes
Hong Kong,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,350023,No
Hong Kong,Export,1999-2000,Cartridges 22 to 50 Calibre,7756910,972065,Yes
Hong Kong,Export,1999-2000,Non-Military Rifles,6,4626,Yes
Hong Kong,Export,1999-2000,Pistols and Revolver Parts,,107822,Yes
Hong Kong,Export,1999-2000,Pistols and Revolvers,1331,580269,Yes
Hong Kong,Export,1999-2000,Rifle and Carbine Parts,,9777,Yes
Hungary,Export,1999-2000,Cartridges 22 to 50 Calibre,646900,75501,Yes
Hungary,Export,1999-2000,Non-Military Rifles,309,218773,Yes
Hungary,Export,1999-2000,Pistols and Revolvers,1,335,Yes
Hungary,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,974000,No
Iceland,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,5400,No
Iceland,Export,1999-2000,Cartridges 22 to 50 Calibre,298700,18141,Yes
Iceland,Export,1999-2000,Non-Military Rifles,103,57845,Yes
Iceland,Export,1999-2000,Pistols and Revolver Parts,,1460,Yes
Iceland,Export,1999-2000,Pistols and Revolvers,1,236,Yes
Ireland,Export,1999-2000,Military Rifles,11,4708,Yes
Ireland,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,23265,No
Ireland,Export,1999-2000,Cartridges 22 to 50 Calibre,232200,14282,Yes
Ireland,Export,1999-2000,Non-Military Rifles,416,170160,Yes
Ireland,Export,1999-2000,Pistols and Revolver Parts,,5481,Yes
Ireland,Export,1999-2000,Pistols and Revolvers,1,2000,Yes
Ireland,Export,1999-2000,Rifle and Carbine Parts,,788,Yes
Ireland,Export,1999-2000,Grenades; Hand and Weapon Types,,4470,Yes
Israel,Export,1999-2000,Military Rifles,,500,Yes
Israel,Export,1999-2000,Cartridges 37/40mm to 75mm,,1386000,No
Israel,Export,1999-2000,Cartridges up to 22mm,,3539000,No
Israel,Export,1999-2000,Unspecified Ammunition and Explosives,,3045000,No
Israel,Export,1999-2000,Mortar Rounds,,20000,Yes
Israel,Export,1999-2000,Cartridges 20mm to 40mm,50000,363500,No
Israel,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,7949405,No
Israel,Export,1999-2000,Cartridges 20mm to 40mm,11744,137992,No
Israel,Export,1999-2000,Detonators,,189319,No
Israel,Export,1999-2000,Explosives,,535294,No
Israel,Export,1999-2000,Miscellaneous Parts & Components,,2202908,No
Israel,Export,1999-2000,Missile Spare Parts,,180074100,No
Israel,Export,1999-2000,Cartridges 22 to 50 Calibre,469480,326432,Yes
Israel,Export,1999-2000,Grenade Launchers,3,2573,Yes
Israel,Export,1999-2000,M16 Parts,,3490,Yes
Israel,Export,1999-2000,Machine Gun Parts,,1000000,Yes
Israel,Export,1999-2000,Non-Military Rifles,171,184697,Yes
Israel,Export,1999-2000,Pistols and Revolver Parts,,2980474,Yes
Israel,Export,1999-2000,Pistols and Revolvers,818,166388,Yes
Israel,Export,1999-2000,Rifle and Carbine Parts,,104226,Yes
Israel,Export,1999-2000,Missile Spare Parts,,1986,Yes
Italy,Export,1999-2000,Unspecified Ammunition and Explosives,,334000,No
Italy,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,403727,No
Italy,Export,1999-2000,Detonators,,155606,No
Italy,Export,1999-2000,Explosives,,166896,No
Italy,Export,1999-2000,Miscellaneous Parts & Components,,118513,No
Italy,Export,1999-2000,Missile Spare Parts,,1434814,No
Italy,Export,1999-2000,Carbines,1,950,Yes
Italy,Export,1999-2000,Cartridges 22 to 50 Calibre,6459300,997296,Yes
Italy,Export,1999-2000,Grenade Launchers,71,107477,Yes
Italy,Export,1999-2000,M16 Parts,,89000,Yes
Italy,Export,1999-2000,Non-Military Rifles,3610,2351538,Yes
Italy,Export,1999-2000,Pistols and Revolver Parts,,240681,Yes
Italy,Export,1999-2000,Pistols and Revolvers,4147,2279908,Yes
Italy,Export,1999-2000,Rifle and Carbine Parts,1,54342,Yes
Jamaica,Export,1999-2000,Cartridges 22 to 50 Calibre,3877679,567341,Yes
Jamaica,Export,1999-2000,Pistols and Revolver Parts,,60000,Yes
Jamaica,Export,1999-2000,Pistols and Revolvers,947,547735,Yes
Japan,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,645456,No
Japan,Export,1999-2000,Explosives,,360288,No
Japan,Export,1999-2000,Miscellaneous Parts & Components,,11073610,No
Japan,Export,1999-2000,Missile Spare Parts,,80987540,No
Japan,Export,1999-2000,Mortar Rounds,,2400,No
Japan,Export,1999-2000,Carbines,2,3568,Yes
Japan,Export,1999-2000,Cartridges 22 to 50 Calibre,2563400,766408,Yes
Japan,Export,1999-2000,Non-Military Rifles,2221,1495505,Yes
Japan,Export,1999-2000,Pistols and Revolver Parts,,232587,Yes
Japan,Export,1999-2000,Pistols and Revolvers,7692,2257361,Yes
Japan,Export,1999-2000,Rifle and Carbine Parts,,193028,Yes
Japan,Export,1999-2000,Missile Spare Parts,,156817,Yes
Jordan,Export,1999-2000,Unspecified Ammunition and Explosives,,285000,No
Jordan,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,22334,No
Jordan,Export,1999-2000,Explosives,,13000,No
Jordan,Export,1999-2000,Miscellaneous Parts & Components,,25667,No
Jordan,Export,1999-2000,Cartridges 22 to 50 Calibre,115650,9738,Yes
Jordan,Export,1999-2000,M16 Rifles,53,46517,Yes
Jordan,Export,1999-2000,Non-Military Rifles,2,5498,Yes
Jordan,Export,1999-2000,Pistols and Revolver Parts,,968,Yes
Jordan,Export,1999-2000,Pistols and Revolvers,17,17147,Yes
Kazakhstan,Export,1999-2000,Explosives,,159680,No
Kazakhstan,Export,1999-2000,Non-Military Rifles,270,205276,Yes
Kenya,Export,1999-2000,Pistols and Revolvers,345,136270,Yes
Korea; South,Export,1999-2000,Unspecified Ammunition and Explosives,,30431000,No
Korea; South,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,1382453,No
Korea; South,Export,1999-2000,Detonators,,394800,No
Korea; South,Export,1999-2000,Miscellaneous Parts & Components,,33383430,No
Korea; South,Export,1999-2000,Missile Spare Parts,,1744408,No
Korea; South,Export,1999-2000,Cartridges 22 to 50 Calibre,1028200,103827,Yes
Korea; South,Export,1999-2000,Machine Gun Parts,,18367,Yes
Korea; South,Export,1999-2000,Pistols and Revolver Parts,,79338,Yes
Korea; South,Export,1999-2000,Pistols and Revolvers,2359,783039,Yes
Korea; South,Export,1999-2000,Sub Machine Gun Parts,,1088,Yes
Kuwait,Export,1999-2000,Carbines,1974,1519000,Yes
Kuwait,Export,1999-2000,Machine Guns,1,,Yes
Kuwait,Export,1999-2000,Cartridges 22 to 50 Calibre,,2000,No
Kuwait,Export,1999-2000,Unspecified Ammunition and Explosives,,2262000,No
Kuwait,Export,1999-2000,Cartridges 22 to 50 Calibre,180000,2761,Yes
Kuwait,Export,1999-2000,Grenade Launchers,250,234400,Yes
Kuwait,Export,1999-2000,Grenades; Hand and Weapon Types,100,19800,Yes
Kuwait,Export,1999-2000,Pistols and Revolver Parts,,14429,Yes
Kuwait,Export,1999-2000,Pistols and Revolvers,121,69977,Yes
Latvia,Export,1999-2000,Military Rifles,30500,2104500,Yes
Latvia,Export,1999-2000,Cartridges 22 to 50 Calibre,260000,60000,Yes
Latvia,Export,1999-2000,Cartridges 22 to 50 Calibre,2000000,640000,Yes
Latvia,Export,1999-2000,Light Anti-Tank Weapons,263,67525,Yes
Latvia,Export,1999-2000,Light Anti-Tank Weapons,5,514,Yes
Latvia,Export,1999-2000,Light Anti-Tank Weapons,3000,24660,Yes
Latvia,Export,1999-2000,Light Anti-Tank Weapons,800,2797,Yes
Latvia,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,4900,No
Latvia,Export,1999-2000,Non-Military Rifles,46,29414,Yes
Latvia,Export,1999-2000,Pistols and Revolvers,80,43462,Yes
Lebanon,Export,1999-2000,Carbines,288,223000,Yes
Lebanon,Export,1999-2000,Machine Guns,2,113000,Yes
Lebanon,Export,1999-2000,Pistols and Revolvers,2,1000,Yes
Lebanon,Export,1999-2000,Cartridges 22 to 50 Calibre,303000,55425,Yes
Lebanon,Export,1999-2000,Pistols and Revolver Parts,,9671,Yes
Lebanon,Export,1999-2000,Pistols and Revolvers,41,19944,Yes
Liechtenstein,Export,1999-2000,Detonators,,7290,No
Liechtenstein,Export,1999-2000,Rifle and Carbine Parts,,86500,Yes
Lithuania,Export,1999-2000,Pistols and Revolvers,117,17813,Yes
Lithuania,Export,1999-2000,Light Anti-Tank Weapons,263,Not Known,Yes
Lithuania,Export,1999-2000,Light Anti-Tank Weapons,5,Not Known,Yes
Lithuania,Export,1999-2000,Light Anti-Tank Weapons,3000,24660,Yes
Lithuania,Export,1999-2000,Light Anti-Tank Weapons,850,2797,Yes
Lithuania,Export,1999-2000,Recoil-less Rifles and 76 Calibre Guns,64,120465,No
Luxemburg,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,1364,No
Luxemburg,Export,1999-2000,Missile Spare Parts,,271660,No
Luxemburg,Export,1999-2000,Machine Gun Parts,,156,Yes
Luxemburg,Export,1999-2000,Pistols and Revolver Parts,,16154,Yes
Luxemburg,Export,1999-2000,Pistols and Revolvers,2,4690,Yes
Luxemburg,Export,1999-2000,Rifle and Carbine Parts,,2300,Yes
Macao,Export,1999-2000,Pistols and Revolvers,95,33188,Yes
Macedonia,Export,1999-2000,Non-Military Rifles,124,48126,Yes
Macedonia,Export,1999-2000,Pistols and Revolver Parts,,1678,Yes
Macedonia,Export,1999-2000,Pistols and Revolvers,441,160924,Yes
Madagascar,Export,1999-2000,Non-Military Rifles,1,409,Yes
Malaysia,Export,1999-2000,Cartridges up to 22mm,,74000,No
Malaysia,Export,1999-2000,Unspecified Ammunition and Explosives,,109000,No
Malaysia,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,490,No
Malaysia,Export,1999-2000,Grenade Launcher Parts,,77722,Yes
Malaysia,Export,1999-2000,Non-Military Rifles,1,145,Yes
Malaysia,Export,1999-2000,Pistols and Revolvers,19,7921,Yes
Malta,Export,1999-2000,Pistols and Revolver Parts,,485,Yes
Mauritius,Export,1999-2000,Non-Military Rifles,15,4788,Yes
Mauritius,Export,1999-2000,Pistols and Revolver Parts,,700,Yes
Mexico,Export,1999-2000,Unspecified Ammunition and Explosives,,6458000,No
Mexico,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,79407,No
Mexico,Export,1999-2000,Detonators,,9735,No
Mexico,Export,1999-2000,Explosives,,199600,No
Mexico,Export,1999-2000,Carbines,409,387656,Yes
Mexico,Export,1999-2000,Cartridges 22 to 50 Calibre,13224550,2000920,Yes
Mexico,Export,1999-2000,Grenade Launcher Parts,,41910,Yes
Mexico,Export,1999-2000,Grenade Launchers,638,1717985,Yes
Mexico,Export,1999-2000,Non-Military Rifles,61,37761,Yes
Mexico,Export,1999-2000,Pistols and Revolver Parts,,511634,Yes
Mexico,Export,1999-2000,Pistols and Revolvers,10679,3715348,Yes
Mexico,Export,1999-2000,Rifle and Carbine Parts,,927,Yes
Mexico,Export,1999-2000,Sub Machine Guns,969,731217,Yes
Monaco,Export,1999-2000,Non-Military Rifles,25,17500,Yes
Morocco,Export,1999-2000,Unspecified Ammunition and Explosives,,108000,No
Morocco,Export,1999-2000,Grenades; Hand and Weapon Types,,71880,Yes
Namibia,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,42950,No
Namibia,Export,1999-2000,Cartridges 22 to 50 Calibre,699100,154134,Yes
Namibia,Export,1999-2000,Non-Military Rifles,4,13108,Yes
Namibia,Export,1999-2000,Pistols and Revolvers,310,43446,Yes
Nauru,Export,1999-2000,Pistols and Revolvers,6,2514,Yes
Nepal,Export,1999-2000,Carbines,2,1130,Yes
Nepal,Export,1999-2000,Cartridges 22 to 50 Calibre,604000,24160,Yes
Netherlands,Export,1999-2000,Unspecified Ammunition and Explosives,,324000,No
Netherlands,Export,1999-2000,Ammunition Raw Materials and Maintenance Equipment,,2009388,No
Netherlands,Export,1999-2000,Missile Spare Parts,,23094520,No
Netherlands,Export,1999-2000,Cartridges 22 to 50 Calibre,2114000,118938,Yes
Netherlands,Export,1999-2000,Machine Gun Parts,,11520,Yes
Netherlands,Export,1999-2000,Non-Military Rifles,79,281952,Yes
Netherlands,Export,1999-2000,Pistols and Revolver Parts,,59162,Yes
Netherlands,Export,1999-2000,Pistols and Revolvers,22,24171,Yes
